PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,WTBDY_TYPE,FINAL_GRAB_AREA,GRAB_DEPTH,GRAB_TYPE,GRABS,SIEVE_SIZE,NOT_COLLECTED,SALINITY,BENT_COMMENT,SHIP_COMMENT
8/23/2024,2012193,NCA_NH-10126,NCA20_NH-10012,1,8/5/2020,NH,MARINE,0.044,8.5,VAN_VEEN,1,,,31.44,Also collected microplastics,Plus microplastics
8/23/2024,2012202,NGL_MI-10043,NGL20_MI-10099,1,8/5/2020,MI,GREAT_LAKES,0.052,6.6,STANDARD_PONAR,1,,,,,
8/23/2024,2012203,NGL_MI-10038,NGL20_MI-10094,1,8/5/2020,MI,GREAT_LAKES,0.052,7.3,STANDARD_PONAR,1,,,,Hardpan clay found in all three zones except nearly 500 meters straight east. All benthic samples taken there.,
8/23/2024,2012205,NCA_ME-10173,NCA20_ME-10003,1,8/5/2020,ME,MARINE,0.052,5,STANDARD_PONAR,1,,,27.36,Rocky bottom to approx 300m from x. Sampled at 300m in 16m of water. Silty fine sand with shell hash. Poor penetration and recovery.,Includes microplastics
8/23/2024,2012206,NCA_MD-10123,NCA20_MD-10016,1,8/5/2020,MD,MARINE,0.044,8,VAN_VEEN,1,,,29.67,,
8/23/2024,2012207,NCA_WA-10206,NCA20_WA-10022,1,8/5/2020,WA,MARINE,0.052,4,STANDARD_PONAR,1,,,30.1,"Site and surrounding area was a combination of cobble, gravel and coarse sand.  Managed to collect enough coarse sand to fill the samples.",
8/23/2024,2012208,NCA_AL-10162,NCA20_AL-10017,1,8/6/2020,AL,MARINE,0.052,8.3,STANDARD_PONAR,1,,,19.76,,
8/23/2024,2012209,NCA_AL-10159,NCA20_AL-10014,1,8/6/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,19.62,,
8/23/2024,2012210,NCA_MA-10190,NCA20_MA-10032,1,8/6/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.2,,
8/23/2024,2012211,NCA_MA-10173,NCA20_MA-10011,1,8/6/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.2,,
8/23/2024,2012212,NCA_GA-10169,NCA20_GA-10019,1,8/5/2020,GA,MARINE,,,,,,Y,29.52,The sample was collected but the bottle containing the sample fell overboard and wasn't retrieve able,
8/23/2024,2012213,NCA_GA-10154,NCA20_GA-10004,1,8/6/2020,GA,MARINE,0.046,8,OTHER: PETITE PONAR,2,,,30.63,,
8/23/2024,2012214,NCA_GA-10152,NCA20_GA-10002,1,8/5/2020,GA,MARINE,0.046,6,OTHER: PETITE PONAR,2,,,32.13,,
8/23/2024,2012215,NGL_MI-10509,NGL20_MI-10006,1,8/5/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012216,NGL_MI-10104,NGL20_MI-10003,1,8/5/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012217,NCA_LA-10142,NCA20_LA-10081,1,8/6/2020,LA,MARINE,0.04,7.75,OTHER: EKMAN,2,,,0.25,,
8/23/2024,2012218,NGL_NY-10011,NGL20_NY-10032,2,8/6/2020,NY,GREAT_LAKES,0.052,14.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012219,NGL_NY-10001,NGL20_NY-10001,2,8/6/2020,NY,GREAT_LAKES,,,,,,Y,,Hard bottom. No successful grabs after 3 attempts in each zone,
8/23/2024,2012224,NCA_AL-10153,NCA20_AL-10008,1,8/7/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,32.31,,
8/23/2024,2012225,NGL_MI-10063,NGL20_MI-10026,1,8/6/2020,MI,GREAT_LAKES,0.052,7.8,STANDARD_PONAR,1,,,,"All benthic attempts were mix of sand and gravel, attempts in secondary zone were not better so samples were taken within 37 m of x-site.",
8/23/2024,2012226,NGL_MI-10033,NGL20_MI-10089,2,8/7/2020,MI,GREAT_LAKES,0.052,5.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012227,NCA_MA-10187,NCA20_MA-10029,1,8/7/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.1,,
8/23/2024,2012228,NCA_ME-10183,NCA20_ME-10015,1,8/7/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,26.96,,Includes microplastics
8/23/2024,2012229,NCA_ME-10189,NCA20_ME-10019,1,8/6/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,26.57,,Includes microplastics
8/23/2024,2012230,NCA_ME-10197,NCA20_ME-10024,1,8/6/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,26.98,,Includes microplastics
8/23/2024,2012231,NCA_ME-10201,NCA20_ME-10028,1,8/6/2020,ME,MARINE,0.052,6,STANDARD_PONAR,1,,,27.13,Rocky ledge and gravel substrates dominate area with high tidal flushing. Only one area located with gravelly mud 285 meters NE from X location. Poor penetration with gravel and shell hash.,Includes microplastics
8/23/2024,2012232,NGL_NY-10124,NGL20_NY-10009,1,8/7/2020,NY,GREAT_LAKES,,,,,,Y,,Attempted multiple polar grabs within each zone.  Substrate bedrock with zebra mussels,
8/23/2024,2012233,NGL_NY-10123,NGL20_NY-10008,1,8/6/2020,NY,GREAT_LAKES,0.052,4.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012234,NCA_WA-10255,NCA20_WA-40019,1,8/6/2020,WA,MARINE,0.052,6,STANDARD_PONAR,1,,,29.9,Site was over rocks.  Surrounding area was a kelp bed with sand and gravel bottom. Deepest grab was 6cm.,
8/23/2024,2012235,NCA_WA-10267,NCA20_WA-10053,1,8/6/2020,WA,MARINE,0.052,12.5,STANDARD_PONAR,1,,,28.1,,
8/23/2024,2012236,NCA_WA-10249,NCA20_WA-40027,1,8/7/2020,WA,MARINE,0.052,5,STANDARD_PONAR,1,,,30.1,Site and surrounding area was a kelp bed.  Bottom was coarse gravel and packed sand. Lots of aquatic vegetation. Deepest grab was 5cm.,
8/23/2024,2012237,NGL_NY-10133,NGL20_NY-10060,1,8/7/2020,NY,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012239,NGL_MI-10034,NGL20_MI-10090,1,8/7/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012240,NGL_NY-10006,NGL20_NY-10006,1,8/9/2020,NY,GREAT_LAKES,0.052,3.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012241,NGL_NY-10012,NGL20_NY-10033,2,8/9/2020,NY,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,No grabs collected that were 7cm or greater. Best grab was used,
8/23/2024,2012242,NGL_MI-10074,NGL20_MI-10036,1,8/9/2020,MI,GREAT_LAKES,0.052,7,STANDARD_PONAR,1,,,,,
8/23/2024,2012243,NCA_WA-10210,NCA20_WA-10061,1,8/9/2020,WA,MARINE,,,,,,Y,30.4,"Bottom substrate at site and surrounding area was a combination gravel, cobble or bigger rock.  Never had a successful grab over 0.5cm and the smallest substrate in the grab was coarse sand to fine gravel.  We did have some snails and small scallops in some of the grabs.  There was some current in the area and the shoreline which was over 1000m from the site was a large cliff but it is hard to say why there was and absence of finer substrate.",
8/23/2024,2012244,NCA_AL-10157,NCA20_AL-10012,1,8/10/2020,AL,MARINE,0.052,8,STANDARD_PONAR,1,,,18.35,,
8/23/2024,2012245,NCA_AL-10160,NCA20_AL-10015,1,8/10/2020,AL,MARINE,0.052,15,STANDARD_PONAR,1,,,26.42,,
8/23/2024,2012246,NCA_MA-10150,NCA20_MA-10016,1,8/10/2020,MA,MARINE,,,,,,Y,27.8,Bottom too rocky to get benthic or sediment sample. Several attempts were tried for benthic and sediment samples in all 3 zones.,
8/23/2024,2012247,NCA_MA-10192,NCA20_MA-10034,1,8/9/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28,,
8/23/2024,2012248,NGL_OH-10013,NGL20_OH-10012,1,8/25/2020,OH,GREAT_LAKES,,,,,,Y,,"Sediment was so soft,despite a dozen attempts with different floats at multiple sites, we were unable to collect a sample where the ponar did not sink to the screens.",
8/23/2024,2012249,NGL_NY-10023,NGL20_NY-10044,1,8/10/2020,NY,GREAT_LAKES,0.052,5,STANDARD_PONAR,1,,,,Did not collect grab 7cm or greater. Used best grab,
8/23/2024,2012250,NCA_FL-10191,NCA20_FL-10011,1,8/9/2020,FL,MARINE,0.044,10.3,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,30.84,,
8/23/2024,2012251,NCA_FL-10192,NCA20_FL-10012,1,8/9/2020,FL,MARINE,0.044,8.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,32.27,,
8/23/2024,2012252,NCA_FL-10272,NCA20_FL-10057,1,8/9/2020,FL,MARINE,0.044,10.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,32.65,,
8/23/2024,2012253,NCA_FL-10276,NCA20_FL-10061,1,8/10/2020,FL,MARINE,0.044,10,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,23.07,,
8/23/2024,2012254,NCA_TX-10245,NCA20_TX-10011,1,8/10/2020,TX,MARINE,0.04,9,OTHER: EKMAN,2,,,28.11,,
8/23/2024,2012255,NCA_TX-10250,NCA20_TX-10074,1,8/10/2020,TX,MARINE,0.052,10.5,STANDARD_PONAR,1,,,27.94,,
8/23/2024,2012256,NCA_TX-10270,NCA20_TX-10035,1,8/10/2020,TX,MARINE,0.052,9,STANDARD_PONAR,1,,,28.39,,
8/23/2024,2012257,NCA_CA-10230,NCA20_CA-10012,2,8/10/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,20.59,,
8/23/2024,2012259,NCA_NH-10115,NCA20_NH-10001,2,8/10/2020,NH,MARINE,0.044,6.5,VAN_VEEN,1,,,30.95,Could not collect sediment in closer zones because of the depth and very strong currents. Could not get 7 cm of sediment due to sandy substrate with many small stones.,
8/23/2024,2012260,NCA_VA-10212,NCA20_VA-10027,1,8/10/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,20.4,,
8/23/2024,2012261,NGL_MI-10075,NGL20_MI-10037,1,8/10/2020,MI,GREAT_LAKES,0.052,7.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012262,NCA_MA-10175,NCA20_MA-10017,1,8/9/2020,MA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,31.16,,
8/23/2024,2012263,NCA_MA-10197,NCA20_MA-10039,1,8/9/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,31.3,,
8/23/2024,2012264,NGL_OH-10077,NGL20_OH-10023,1,8/10/2020,OH,GREAT_LAKES,,,,,,Y,,Sample hard sand and shell.  Volume did not meet minimum requirements.,
8/23/2024,2012265,NCA_MD-10125,NCA20_MD-10009,1,8/6/2020,MD,MARINE,0.044,10,VAN_VEEN,1,,,31.65,,
8/23/2024,2012266,NGL_NY-10125,NGL20_NY-10010,1,8/11/2020,NY,GREAT_LAKES,,,,,,Y,,"Made multiple attempts in each zone. All hard substrates, no sediment collected.",
8/23/2024,2012267,NCA_SC-10301,NCA20_SC-10101,1,8/11/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,1.06,,
8/23/2024,2012268,NCA_TX-10206,NCA20_TX-10007,1,8/11/2020,TX,MARINE,0.052,7,STANDARD_PONAR,1,,,33.8,,
8/23/2024,2012269,NCA_TX-10210,NCA20_TX-10009,1,8/11/2020,TX,MARINE,0.04,7,OTHER: EKMAN,2,,,33.53,,
8/23/2024,2012270,NGL_NY-10019,NGL20_NY-10040,1,8/11/2020,NY,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,Grab of 7cm could not be obtained. Used next best grab,
8/23/2024,2012271,NGL_NY-10015,NGL20_NY-10036,2,8/11/2020,NY,GREAT_LAKES,0.052,2,STANDARD_PONAR,1,,,,BENT grab only consisted of mussels shells. No grabs of 7cm collected at any of 3 zones,
8/23/2024,2012272,NCA_AL-10148,NCA20_AL-10002,2,8/11/2020,AL,MARINE,0.052,7.2,STANDARD_PONAR,1,,,30.18,,
8/23/2024,2012273,NCA_AL-10146,NCA20_AL-10001,2,8/11/2020,AL,MARINE,0.052,14,STANDARD_PONAR,1,,,24.18,,
8/23/2024,2012274,NCA_LA-10159,NCA20_LA-10004,1,8/11/2020,LA,MARINE,0.04,9.75,OTHER: EKMAN,2,,,11.46,,
8/23/2024,2012275,NCA_LA-10252,NCA20_LA-10046,1,8/11/2020,LA,MARINE,0.046,5.5,OTHER: PETITE PONAR,2,,,10.01,"Attempted to collect benthics and sediment in multiple zones but there are live oysters and rocks in area. Benthics and sediment taken at 29.43805, -89.96984. Unable to get a depth of greater than 7cm for benthics after several attempts in several areas.",
8/23/2024,2012276,NCA_MA-10188,NCA20_MA-10030,1,8/11/2020,MA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,29.1,,
8/23/2024,2012277,NCA_MA-10191,NCA20_MA-10033,1,8/11/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,29.1,,
8/23/2024,2012278,NCA_ME-10196,NCA20_ME-10023,1,8/10/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,31.24,Fine silts with little sieved material,Includes microplastics
8/23/2024,2012279,NCA_MA-10160,NCA20_MA-10001,1,8/10/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,30.65,,
8/23/2024,2012280,NCA_MA-10176,NCA20_MA-10018,1,8/11/2020,MA,MARINE,0.052,5,STANDARD_PONAR,1,,,31.98,Attempted collection several times before accepting sample less than 7 cm,
8/23/2024,2012281,NCA_NJ-10214,NCA20_NJ-10007,1,8/10/2020,NJ,MARINE,0.044,7.5,VAN_VEEN,1,,,29.5,,
8/23/2024,2012282,NCA_NJ-10224,NCA20_NJ-10020,1,8/10/2020,NJ,MARINE,0.044,8.5,VAN_VEEN,1,,,14.03,,
8/23/2024,2012283,NCA_ME-10174,NCA20_ME-10010,1,8/11/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,31.01,Cobble and gravel at x location and vicinity. Area receives good tidal flow scouring sediments. One location 400m to west with sediment we could sample in 36m.,Includes microplastics
8/23/2024,2012284,NCA_ME-10204,NCA20_ME-10031,1,8/11/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,30.93,,Includes microplastics
8/23/2024,2012285,NCA_ME-10195,NCA20_ME-10022,1,8/11/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,30.7,,Includes microplastics
8/23/2024,2012286,NCA_VA-10189,NCA20_VA-10004,1,8/11/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,17.87,,
8/23/2024,2012287,NCA_VA-10200,NCA20_VA-10015,1,8/11/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,17.6,,
8/23/2024,2012288,NCA_NJ-10212,NCA20_NJ-10011,1,8/11/2020,NJ,MARINE,0.044,7.5,VAN_VEEN,1,,,24.49,,
8/23/2024,2012289,NCA_NJ-10225,NCA20_NJ-10021,1,8/11/2020,NJ,MARINE,0.044,7.5,VAN_VEEN,1,,,29.78,,
8/23/2024,2012290,NCA_WA-10264,NCA20_WA-10050,1,8/11/2020,WA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,29.4,,
8/23/2024,2012291,NCA_WA-10244,NCA20_WA-40015,1,8/11/2020,WA,MARINE,0.052,13,STANDARD_PONAR,1,,,29.8,,
8/23/2024,2012292,NCA_WA-10205,NCA20_WA-10015,1,8/11/2020,WA,MARINE,0.052,13,STANDARD_PONAR,1,,,29.7,,
8/23/2024,2012293,NCA_WA-10209,NCA20_WA-10016,1,8/11/2020,WA,MARINE,0.052,12,STANDARD_PONAR,1,,,30.1,,
8/23/2024,2012294,NCA_FL-10194,NCA20_FL-10086,1,8/11/2020,FL,MARINE,0.044,9,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,27.49,,
8/23/2024,2012295,NCA_FL-10193,NCA20_FL-10013,1,8/11/2020,FL,MARINE,0.0364,10,OTHER: 6 INCH CORE,2,,,30.35,Dead seagrass rhizomes,
8/23/2024,2012296,NCA_TX-10207,NCA20_TX-10008,1,8/12/2020,TX,MARINE,0.052,11,STANDARD_PONAR,1,,,23.75,,
8/23/2024,2012297,NCA_TX-10267,NCA20_TX-10032,1,8/12/2020,TX,MARINE,0.104,14,STANDARD_PONAR,2,,,26.35,Difficulty staying anchored within 37 meters of x site. Had to collect sediment where anchoring was viable.,
8/23/2024,2012298,NGL_NY-10003,NGL20_NY-10003,1,8/12/2020,NY,GREAT_LAKES,,,,,,Y,,Attempted samples in each and substrate is zebra mussels,
8/23/2024,2012299,NGL_NY-10126,NGL20_NY-10011,1,8/12/2020,NY,GREAT_LAKES,0.052,7.6,STANDARD_PONAR,1,,,,,
8/23/2024,2012300,NGL_NY-10016,NGL20_NY-10037,1,8/12/2020,NY,GREAT_LAKES,0.052,13,STANDARD_PONAR,1,,,,,
8/23/2024,2012301,NGL_NY-10140,NGL20_NY-10067,1,8/12/2020,NY,GREAT_LAKES,0.052,14.5,STANDARD_PONAR,1,,,,Sample was blown out but kept for BENT,
8/23/2024,2012302,NCA_MA-10180,NCA20_MA-10022,1,8/12/2020,MA,MARINE,0.052,8,STANDARD_PONAR,1,,,31.76,,
8/23/2024,2012303,NCA_FL-10188,NCA20_FL-10085,1,8/12/2020,FL,MARINE,0.044,8.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,32.3,,
8/23/2024,2012304,NCA_FL-10287,NCA20_FL-10072,1,8/12/2020,FL,MARINE,0.044,8,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,27.3,,
8/23/2024,2012305,NCA_CA-10250,NCA20_CA-10028,1,8/12/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,30.07,,
8/23/2024,2012306,NCA_CA-10264,NCA20_CA-10042,1,8/11/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,34.9,,
8/23/2024,2012307,NCA_CA-10241,NCA20_CA-10007,1,8/12/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,29.48,,
8/23/2024,2012308,NCA_CA-10242,NCA20_CA-10008,1,8/11/2020,CA,MARINE,0.05,10,VAN_VEEN,1,,,28.99,,
8/23/2024,2012309,NCA_VA-10201,NCA20_VA-10016,1,8/12/2020,VA,MARINE,0.044,7,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,18.43,,
8/23/2024,2012310,NCA_WA-10248,NCA20_WA-40021,1,8/12/2020,WA,MARINE,0.052,8.6,STANDARD_PONAR,1,,,27.5,,
8/23/2024,2012311,NCA_WA-10240,NCA20_WA-40007,1,8/12/2020,WA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,30.2,,
8/23/2024,2012312,NGL_NY-10004,NGL20_NY-10004,1,8/13/2020,NY,GREAT_LAKES,0.052,6.5,STANDARD_PONAR,1,,,,,
8/23/2024,2012313,NCA_MA-10172,NCA20_MA-10013,1,8/12/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.7,,
8/23/2024,2012314,NCA_MA-10183,NCA20_MA-10025,1,8/13/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,28.3,,
8/23/2024,2012315,NGL_NY-10143,NGL20_NY-10070,1,8/13/2020,NY,GREAT_LAKES,0.052,6,STANDARD_PONAR,1,,,,No grabs of 7cm or greater. Best grab was used,
8/23/2024,2012316,NGL_NY-10129,NGL20_NY-10056,1,8/13/2020,NY,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,No successful grabs after three attempts in each zone. Grabs all contained either nothing or only shell hash. Best grab was kept for BENT,
8/23/2024,2012317,NCA_ME-10203,NCA20_ME-10030,1,8/13/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,30.33,Site on ledge. Moved 90m to East in 30m of water to get soft sediment.,Includes microplastics
8/23/2024,2012318,NCA_ME-10184,NCA20_ME-10016,1,8/13/2020,ME,MARINE,0.052,11,STANDARD_PONAR,1,,,30.25,X location on ledge. Sampled soft sediment to west in 12m of water.,Includes microplastics
8/23/2024,2012319,NCA_ME-10187,NCA20_ME-10008,1,8/13/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,30.34,"Bottom shell hash, gravel and cobble within 300m of X location. Collected sediment 325m to East in 50m of water.",Includes microplastics
8/23/2024,2012320,NCA_MA-10196,NCA20_MA-10038,1,8/13/2020,MA,MARINE,0.052,5,STANDARD_PONAR,1,,,32.74,Several attempts were made to collect a benthic sample greater than or equal to 7 cm before accepting a 5 cm grab.  Attempts to collect sufficient sample were unsuccessful due to the bottom being mostly compact sand.,
8/23/2024,2012321,NCA_LA-10301,NCA20_LA-10125,1,8/12/2020,LA,MARINE,0.04,8.75,OTHER: EKMAN,2,,,12.79,,
8/23/2024,2012322,NCA_LA-10280,NCA20_LA-10074,1,8/13/2020,LA,MARINE,0.04,13,OTHER: EKMAN,2,,,11.85,"Fish collected on 08/12/20 and left site due to dangerous conditions. Water, sediment, and benthic samples collected on 08/13/2020.",
8/23/2024,2012323,NCA_FL-10185,NCA20_FL-10009,1,8/13/2020,FL,MARINE,0.044,8,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,30.56,,
8/23/2024,2012324,NCA_FL-10186,NCA20_FL-10010,1,8/13/2020,FL,MARINE,0.044,8.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,33.81,,
8/23/2024,2012325,NCA_MA-10200,NCA20_MA-10042,1,8/14/2020,MA,MARINE,0.052,8,STANDARD_PONAR,1,,,28.1,,
8/23/2024,2012326,NGL_OH-10006,NGL20_OH-10006,1,8/27/2020,OH,GREAT_LAKES,0.052,12,STANDARD_PONAR,1,,,,,
8/23/2024,2012327,NCA_WA-10257,NCA20_WA-40025,1,8/13/2020,WA,MARINE,0.052,8,STANDARD_PONAR,1,,,26.5,Site bottom and surrounding area was mostly rocky. Had to search around in the deeper water to find soft sediment.,
8/23/2024,2012328,NGL_NY-10032,NGL20_NY-10053,1,8/14/2020,NY,GREAT_LAKES,0.052,2,STANDARD_PONAR,1,,,,No grabs contained 7cm of sediment. 3 grabs attempted in each zone. Best grab retained,
8/23/2024,2012329,NGL_NY-10132,NGL20_NY-10059,1,8/14/2020,NY,GREAT_LAKES,0.052,3,STANDARD_PONAR,1,,,,No grabs of 7cm collected. Used next best grab,
8/23/2024,2012330,NCA_ME-10161,NCA20_ME-10002,2,8/14/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,29.93,Mixed coarse and fines in high intertidal. Sampled mud from lower intertidal within 37m.,Includes microplastics
8/23/2024,2012331,NCA_MA-10163,NCA20_MA-10002,1,8/14/2020,MA,MARINE,0.052,14,STANDARD_PONAR,1,,,33.26,,
8/23/2024,2012332,NCA_MA-10182,NCA20_MA-10024,1,8/14/2020,MA,MARINE,0.052,14,STANDARD_PONAR,1,,,33.19,,
8/23/2024,2012333,NCA_ME-10160,NCA20_ME-10001,2,8/14/2020,ME,MARINE,0.052,10,STANDARD_PONAR,1,,,29.36,No bottom salinity due to YSI malfunction. X location on ledge. Sampled sediment in deeper water to north.,Includes microplastics
8/23/2024,2012335,NCA_WA-10204,NCA20_WA-10004,1,8/14/2020,WA,MARINE,,,,,,Y,26.9,Site and surrounding area had a rocky substrate. Never got a grab with soft sediment. We did catch some snails and decent sized scallops. The site was deeper and the current was strong. At the 4th location the current removed on of the screens on the ponar during a grab after which we discontinued sampling.,
8/23/2024,2012336,NCA_WA-10201,NCA20_WA-10003,1,8/16/2020,WA,MARINE,,,,,,Y,30.4,"Bottom of site and surrounding area where we could get a successful grab contained rocks, snails and small scallops. No soft sediment collected.",
8/23/2024,2012337,NGL_NY-10005,NGL20_NY-10005,2,8/10/2020,NY,GREAT_LAKES,0.052,4.8,STANDARD_PONAR,1,,,,,
8/23/2024,2012338,NCA_CT-10288,NCA20_CT-20073,1,8/17/2020,CT,MARINE,0.044,8.5,VAN_VEEN,1,,,28.33,,
8/23/2024,2012339,NCA_NJ-10223,NCA20_NJ-10019,1,8/17/2020,NJ,MARINE,0.044,8.5,VAN_VEEN,1,,,30.74,,
8/23/2024,2012340,NCA_NJ-10193,NCA20_NJ-10002,1,8/17/2020,NJ,MARINE,0.044,9,VAN_VEEN,1,,,0.04,,
8/23/2024,2012341,NCA_VA-10210,NCA20_VA-10025,1,8/17/2020,VA,MARINE,0.046,7,OTHER: PETITE PONAR,2,,,0.1,,
8/23/2024,2012342,NGL_NY-10196,NGL20_NY-10007,2,8/10/2020,NY,GREAT_LAKES,0.052,4.9,STANDARD_PONAR,1,,,,,
8/23/2024,2012343,NCA_MA-10159,NCA20_MA-10004,1,8/16/2020,MA,MARINE,0.052,14,STANDARD_PONAR,1,,,33,,
8/23/2024,2012344,NCA_MA-10166,NCA20_MA-10006,1,8/17/2020,MA,MARINE,0.052,7,STANDARD_PONAR,1,,,34.62,,
8/23/2024,2012345,NCA_MA-10177,NCA20_MA-10019,1,8/17/2020,MA,MARINE,0.052,4,STANDARD_PONAR,1,,,34.61,,
8/23/2024,2012346,NCA_FL-10290,NCA20_FL-10075,1,8/17/2020,FL,MARINE,0.044,7.5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,37.87,,
8/23/2024,2012347,NCA_FL-10267,NCA20_FL-10052,1,8/17/2020,FL,MARINE,0.044,5,OTHER: YOUNG-MODIFIED VAN VEEN,1,,,36.65,Sediments were thin veneer over lime rock. These were the deepest sediments we could find.,
8/23/2024,2012352,NCA_LA-10155,NCA20_LA-10086,1,8/18/2020,LA,MARINE,0.052,6.5,STANDARD_PONAR,1,,,24.11,"Sediment and benthics collected at 29.05940, -90.77932. Several attempts to take sediment and benthics within 37m but getting coral and oysters. Unable to get a depth of >7cm after several attempts within 100m.",
8/23/2024,2012353,NCA_SC-10229,NCA20_SC-10003,1,8/18/2020,SC,MARINE,0.044,8,VAN_VEEN,1,,,35.06,,
8/23/2024,2012354,NCA_SC-10324,NCA20_SC-10124,1,8/18/2020,SC,MARINE,0.044,9,VAN_VEEN,1,,,30.24,,
8/23/2024,2012355,NGL_OH-10071,NGL20_OH-10017,1,8/14/2020,OH,GREAT_LAKES,0.052,8,STANDARD_PONAR,1,,,,,
8/23/2024,2012356,NCA_MA-10164,NCA20_MA-10005,1,8/18/2020,MA,MARINE,0.052,11,STANDARD_PONAR,1,,,34.91,,
8/23/2024,2012357,NCA_MD-10102,NCA20_MD-10006,1,8/18/2020,MD,MARINE,0.044,10,VAN_VEEN,1,,,14.25,,
8/23/2024,2012358,NCA_MD-10133,NCA20_MD-10024,1,8/11/2020,MD,MARINE,0.044,10,VAN_VEEN,1,,,0.16,,
8/23/2024,2012359,NCA_MD-10140,NCA20_MD-10036,1,8/18/2020,MD,MARINE,0.044,10,VAN_VEEN,1,,,14.84,,
8/23/2024,2012360,NCA_CA-10257,NCA20_CA-10035,1,8/18/2020,CA,MARINE,0.1,9,VAN_VEEN,1,,,33.76,,
8/23/2024,2012361,NCA_CA-10234,NCA20_CA-10001,2,8/18/2020,CA,MARINE,0.1,9,VAN_VEEN,1,,,32.86,,
8/23/2024,2012362,NCA_CA-10244,NCA20_CA-10022,1,8/17/2020,CA,MARINE,0.1,7,VAN_VEEN,1,,,30.55,,
8/23/2024,2012363,NCA_CA-10267,NCA20_CA-10045,1,8/17/2020,CA,MARINE,0.1,10,VAN_VEEN,1,,,28.4,,
8/23/2024,2012364,NCA_WA-10208,NCA20_WA-10005,1,8/17/2020,WA,MARINE,0.052,8.5,STANDARD_PONAR,1,,,29.7,,
8/23/2024,2012365,NCA_WA-10253,NCA20_WA-40013,1,8/17/2020,WA,MARINE,0.052,8,STANDARD_PONAR,1,,,28.3,,
