PUBLICATION_DATE,UNIQUE_ID,UID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAT_DD,LON_DD,STATION_DEPTH,WTBDY_TYPE,YEAR,DSGN_CYCLE,IND_DOMAIN,EPA_REG,EST_GROUP,EVAL_CAT,FEAT_NM,LAT_DD83,LON_DD83,NCA_REG,NCCA_REG,NEP_OR_ESTUARY_PROGRAM_NAME,NEP_NAT,PROVINCE,SITETYPE,SMALL_EST,STATE_NM,WTBDY_NM,XCOORD,YCOORD,CHES_BAY,DWH_REGION,PENS_PERD_BAY,INDEX_NCCA20,INDEX_LIS
10/3/2024,NCA_TX-10245,2012254,NCA20_TX-10011,1,8/10/2020,TX,28.18420988,-96.82787569,0.82,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Ayres_Bay,28.18420988,-96.82787569,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Ayres Bay,-81543.493,-1038122.956,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10248,2011819,NCA20_TX-10012,1,7/1/2020,TX,28.3634466,-96.48470205,2.1,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Espiritu_Santo_Bay,28.3634466,-96.48470205,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Espiritu Santo Bay,-47641.203,-1018549.915,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10224,2011651,NCA20_TX-10013,1,6/15/2020,TX,29.34683949,-94.76830856,9.4,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Bolivar_Roads,29.34683949,-94.76830856,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,119649.186,-909064.16,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10225,2011635,NCA20_TX-10014,1,6/10/2020,TX,29.52711781,-94.80523858,2.8,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston_Bay,29.52711781,-94.80523858,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,115810.735,-889131.737,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10226,2011575,NCA20_TX-10015,1,6/2/2020,TX,29.58397357,-94.98043361,3.048,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston_Bay,29.58397357,-94.98043361,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,98761.8,-883027.001,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10251,2011722,NCA20_TX-10016,1,6/23/2020,TX,26.19938079,-97.27611506,1.38,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna Madre,26.19938079,-97.27611506,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-128628.0039,-1256292.873,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10252,2011922,NCA20_TX-10017,1,7/15/2020,TX,26.58330887,-97.41061172,2.85,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna Madre,26.58330887,-97.41061172,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-141557.4733,-1213904.786,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10254,2011724,NCA20_TX-10019,1,6/23/2020,TX,27.30182967,-97.4631631,1.65,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.30182967,-97.4631631,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Upper Laguna Madre,-145612.7608,-1134726.049,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10255,2011923,NCA20_TX-10020,1,7/15/2020,TX,26.47124367,-97.36174995,1.05,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna Madre,26.47124367,-97.36174995,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-136831.0224,-1226298.227,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10256,2011846,NCA20_TX-10021,1,7/8/2020,TX,27.25843077,-97.59551227,1.7,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.25843077,-97.59551227,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Upper Laguna Madre,-158863.1471,-1139296.247,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10257,2011862,NCA20_TX-10022,1,7/9/2020,TX,27.30988828,-97.65601071,1.3,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.30988828,-97.65601071,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-164787.4868,-1133523.052,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10258,2011847,NCA20_TX-10023,1,7/8/2020,TX,27.26871762,-97.71253075,0.8,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.26871762,-97.71253075,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-170492.8852,-1137960.021,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10259,2011743,NCA20_TX-10024,1,6/25/2020,TX,27.30526273,-97.53842415,1.1,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Alazan Bay,27.30526273,-97.53842415,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-153095.9134,-1134229.445,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10260,2011741,NCA20_TX-10025,1,6/25/2020,TX,26.29475221,-97.54317878,1.2,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Arroyo Colorado,26.29475221,-97.54317878,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Lower Laguna Madre,-155374.7999,-1245416.387,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10261,2011729,NCA20_TX-10026,1,6/24/2020,TX,27.34713779,-97.49808988,1.158,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Alazan Bay,27.34713779,-97.49808988,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-149009.6405,-1129678.647,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10263,2011863,NCA20_TX-10028,1,7/9/2020,TX,27.32452002,-97.66186127,1.4,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.32452002,-97.66186127,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-165341.4096,-1131900.455,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10264,2011840,NCA20_TX-10029,1,7/7/2020,TX,27.29987872,-97.58595573,1.5,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Alazan Bay,27.29987872,-97.58595573,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-157835.4769,-1134744.998,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10265,2011742,NCA20_TX-10030,1,6/25/2020,TX,27.32200429,-97.54833835,1.4,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Alazan Bay,27.32200429,-97.54833835,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-154052.374,-1132368.467,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10267,2012297,NCA20_TX-10032,1,8/12/2020,TX,28.11470656,-97.08545774,1.8,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Copano Bay,28.11470656,-97.08545774,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Aransas Bay,-107001.3435,-1045545.068,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10268,2011802,NCA20_TX-10033,1,6/30/2020,TX,28.55414493,-96.45161343,3.8,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,Matagorda Bay,28.55414493,-96.45161343,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Matagorda Bay,-44288.76767,-997482.7099,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10269,2011800,NCA20_TX-10034,1,6/30/2020,TX,28.29009695,-96.67394143,1.8,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,San Antonio Bay,28.29009695,-96.67394143,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,San Antonio Bay,-66298.7002,-1026543.027,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10270,2012256,NCA20_TX-10035,1,8/10/2020,TX,28.15377227,-96.82903265,1.1,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Mesquite Bay,28.15377227,-96.82903265,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Mesquite Bay,-81686.78103,-1041484.444,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10271,2011818,NCA20_TX-10036,1,7/1/2020,TX,28.36261102,-96.46818661,1.2,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Espiritu Santo Bay,28.36261102,-96.46818661,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Espiritu Santo Bay,-46018.37483,-1018650.41,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10272,2011812,NCA20_TX-10037,1,7/1/2020,TX,28.67046289,-96.30250448,1.9,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,Turtle Bay,28.67046289,-96.30250448,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Matagorda Bay,-29625.08071,-984675.6929,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10273,2014784,NCA20_TX-10038,1,9/1/2020,TX,27.87347665,-97.36427338,1.4,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Nueches Bay,27.87347665,-97.36427338,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Corpus Christi Bay,-134866.8924,-1071825.622,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10274,2011801,NCA20_TX-10039,1,6/30/2020,TX,28.31916695,-96.5991034,2.04,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Espiritu Santo Bay,28.31916695,-96.5991034,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Espiritu Santo Bay,-58916.3922,-1023379.732,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10275,2011578,NCA20_TX-10040,1,6/3/2020,TX,29.69286522,-94.82771336,2.712,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston Bay,29.69286522,-94.82771336,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,113405.6369,-870783.4219,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10276,2014807,NCA20_TX-10041,1,9/3/2020,TX,29.88134664,-93.84774923,2.9,MARINE,2020,2020,CORE,Region_06,LP_Other,Target_Sampled,Sabine Lake,29.88134664,-93.84774923,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Sabine Lake,207720.2762,-848224.6595,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10277,2011662,NCA20_TX-10042,1,6/16/2020,TX,29.38493259,-94.82332075,4.115,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston Bay,29.38493259,-94.82332075,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,114253.199,-904911.1466,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10278,2011587,NCA20_TX-10043,1,6/4/2020,TX,29.61416962,-94.91473438,3.048,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston Bay,29.61416962,-94.91473438,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,105087.3536,-879608.9131,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10279,2011637,NCA20_TX-10044,1,6/11/2020,TX,29.26828389,-94.95557172,1.55,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,West Bay,29.26828389,-94.95557172,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,101554.484,-917984.9218,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10280,2011663,NCA20_TX-10045,1,6/16/2020,TX,29.38670538,-94.85899867,2.438,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston Bay,29.38670538,-94.85899867,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,110786.7549,-904756.9542,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10281,2014808,NCA20_TX-10046,1,9/3/2020,TX,29.70855293,-93.85170113,15.2,MARINE,2020,2020,CORE,Region_06,LP_Other,Target_Sampled,Sabine Pass,29.70855293,-93.85170113,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Sabine Lake,207772.1632,-867394.6616,Outside Chesapeake Bay,Inside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10282,2014791,NCA20_TX-10047,1,9/2/2020,TX,29.01230685,-95.22925413,1,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Drum Bay,29.01230685,-95.22925413,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,75173.70924,-946587.2202,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10283,2011693,NCA20_TX-10048,1,6/18/2020,TX,29.67834502,-94.97758563,3.658,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Houston Ship Channel,29.67834502,-94.97758563,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,98925.09152,-872560.9187,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10284,2011688,NCA20_TX-10049,1,6/18/2020,TX,29.74786782,-95.06422016,5.09,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Houston Ship Channel,29.74786782,-95.06422016,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,90467.01526,-864937.6367,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10285,2011633,NCA20_TX-10050,1,6/10/2020,TX,29.07553091,-95.16984327,0.61,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Christmas Bay,29.07553091,-95.16984327,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,80906.97853,-939538.3534,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10286,2011638,NCA20_TX-10051,1,6/11/2020,TX,29.30387188,-94.92970174,1.524,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Jones Bay,29.30387188,-94.92970174,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,104025.4299,-914014.4739,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10288,2011588,NCA20_TX-10053,1,6/4/2020,TX,29.660431,-94.93207307,1.25,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Tabbs Bay,29.660431,-94.93207307,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,103350.862,-874498.8099,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10289,2011570,NCA20_TX-10054,1,6/1/2020,TX,29.55928989,-95.05722562,1.554,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Clear Lake,29.55928989,-95.05722562,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,91350.62993,-885840.1654,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10290,2011628,NCA20_TX-10055,1,6/9/2020,TX,29.60650887,-94.36181265,2.134,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Icw Salt Bayou-East Bay Bayou,29.60650887,-94.36181265,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Icw Salt Bayou-East Bay Bayou,158637.5495,-879690.9933,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10293,2011683,NCA20_TX-10058,1,6/17/2020,TX,28.63365671,-95.93900458,1.14,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,East Matagorda Bay,28.63365671,-95.93900458,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Matagorda Bay,5976.068989,-988792.207,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10294,2011625,NCA20_TX-10059,1,6/9/2020,TX,28.88705246,-95.41814833,5.09,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,Icw West Bay-East Matagorda,28.88705246,-95.41814833,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Matagorda Bay,56835.31405,-960583.3252,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10295,2011589,NCA20_TX-10060,1,6/4/2020,TX,29.65951714,-94.79809801,3.048,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Galveston Bay,29.65951714,-94.79809801,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Large,Texas,Galveston Bay,116317.2076,-874445.2955,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10212,2011735,NCA20_TX-10061,1,6/24/2020,TX,26.09262585,-97.18258893,1.1,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna_Madre,26.09262585,-97.18258893,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-119347.308,-1268139.574,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10212,2011883,NCA20_TX-10061,2,7/14/2020,TX,26.09262585,-97.18258893,1.25,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna_Madre,26.09262585,-97.18258893,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-119347.308,-1268139.574,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,N,
10/3/2024,NCA_TX-10213,2011723,NCA20_TX-10062,1,6/23/2020,TX,27.27319163,-97.42614311,1.823,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin_Bay,27.27319163,-97.42614311,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Upper Laguna Madre,-141976.204,-1137937.858,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10216,2011725,NCA20_TX-10063,1,6/23/2020,TX,26.14731954,-97.26628515,2.32,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna_Madre,26.14731954,-97.26628515,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-127713.44,-1262024.36,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10234,2011669,NCA20_TX-10065,1,6/16/2020,TX,28.62460227,-96.00996294,0.353,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,Matagorda_Bay,28.62460227,-96.00996294,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Matagorda Bay,-976.231,-989795.564,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10235,2011684,NCA20_TX-10066,1,6/17/2020,TX,28.73325256,-95.78422566,1.8,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,East_Matagorda_Bay,28.73325256,-95.78422566,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Matagorda Bay,21115.61,-977752.571,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10250,2012255,NCA20_TX-10074,1,8/10/2020,TX,28.16114145,-96.8501501,1,MARINE,2020,2020,CORE,Region_06,LP_San_Antonio_Bay,Target_Sampled,Mesquite_Bay,28.16114145,-96.8501501,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Small,Texas,Mesquite Bay,-83760.202,-1040652.005,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10297,2011839,NCA20_TX-10078,1,7/7/2020,TX,27.28488017,-97.60027935,1.4,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.28488017,-97.60027935,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Upper Laguna Madre,-159288.6743,-1136373.859,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10298,2011736,NCA20_TX-10079,1,6/24/2020,TX,26.09545194,-97.18287815,1,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Laguna Madre,26.09545194,-97.18287815,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Large,Texas,Lower Laguna Madre,-119372.6319,-1267828.875,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10304,2011731,NCA20_TX-10085,1,6/24/2020,TX,27.3228202,-97.50515743,0.5,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Alazan Bay,27.3228202,-97.50515743,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-149755.016,-1132347.571,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10305,2011861,NCA20_TX-10086,1,7/9/2020,TX,27.31997072,-97.67125181,1.2,MARINE,2020,2020,CORE,Region_06,LP_Coastal_Bend_Bays,Target_Sampled,Baffin Bay,27.31997072,-97.67125181,Gulf_Coast,Gulf,Coastal Bend Bays and Estuaries,NEP,Louisianian Province,PROB,Small,Texas,Upper Laguna Madre,-166284.4114,-1132385.415,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10313,2011803,NCA20_TX-10094,1,6/30/2020,TX,28.50030355,-96.40874718,3.6,MARINE,2020,2020,CORE,Region_06,LP_Matagorda_Bay,Target_Sampled,Matagorda Bay,28.50030355,-96.40874718,Gulf_Coast,Gulf,Not_NEP,Not_NEP,Louisianian Province,PROB,Large,Texas,Matagorda Bay,-40110.59995,-1003455.398,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_TX-10332,2011676,NCA20_TX-10113,1,6/17/2020,TX,29.74271781,-94.92877292,3.048,MARINE,2020,2020,CORE,Region_06,LP_Galveston_Bay,Target_Sampled,Cedar Bayou,29.74271781,-94.92877292,Gulf_Coast,Gulf,Galveston Bay,NEP,Louisianian Province,PROB,Small,Texas,Galveston Bay,103567.3677,-865370.5037,Outside Chesapeake Bay,Outside DWH Area,Outside PPB,Y,
10/3/2024,NCA_VA-10187,2011952,NCA20_VA-10001,1,8/10/2020,VA,37.38149273,-76.01007604,6,MARINE,2020,2020,CORE,Region_03,VP_Chesapeake_Bay,Target_Sampled,Pocomoke_Sound,37.38149273,-76.01007604,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Large,Virginia,Chesapeake Bay,1740429.875,170443.935,Inside Chesapeake Bay,Outside Gulf Coast,Outside PPB,Y,
10/3/2024,NCA_VA-10187,2014839,NCA20_VA-10001,2,9/9/2020,VA,37.38149273,-76.01007604,6,MARINE,2020,2020,CORE,Region_03,VP_Chesapeake_Bay,Target_Sampled,Pocomoke_Sound,37.38149273,-76.01007604,East_Coast,Northeast,Not_NEP,Not_NEP,Virginian Province,PROB,Large,Virginia,Chesapeake Bay,1740429.875,170443.935,Inside Chesapeake Bay,Outside Gulf Coast,Outside PPB,N,
