Dataset:              Infaunal Abundance - Summary by Station and Taxon
File Name:            CP_BEN_T.txt
Date Created:         01OCT1999
# Variables:          7
# Header Records:     17
# Data Records:       6596
Missing Value Symbol: .

Variables:    STA_NAME     Carolinian Province Office Station Name
              DATE         Sample collection date (YYMMDD)
              COD_EMAP     Carolinian Province Office Taxonomic Code
              N_GRABS      Number of grabs
              T_ABN        Total abundance (#)
              M_ABN        Mean abundance (#)
              SD_ABN       Std. dev. of abundance

STA_NAME;DATE;COD_EMAP;N_GRABS;T_ABN;M_ABN;SD_ABN
CP96219;960916;MAGEANNU;1;1;1.00;.
CP96219;960916;MEDIXSPP;2;6;3.00;1.41
CP96219;960916;PARAPINN;2;10;5.00;1.41
CP96219;960916;PHORXSPP;1;2;2.00;.
CP96219;960916;SIGABASS;1;1;1.00;.
CP96219;960916;SIGATENT;1;2;2.00;.
CP96219;960916;TUBUXSPP;2;5;2.50;0.71
CP96219;960916;XXXXLINE;2;4;2.00;1.41
CP96219;960916;XXXXPINN;1;1;1.00;.
CP96220;960723;ACTECANA;1;1;1.00;.
CP96220;960723;BALA1SPP;1;1;1.00;.
CP96220;960723;GLYCSOLI;1;1;1.00;.
CP96220;960723;LEITROBU;2;8;4.00;2.83
CP96220;960723;MACOBALT;2;5;2.50;0.71
CP96220;960723;MACOTENT;2;2;1.00;0.00
CP96220;960723;MEDIXSPP;2;14;7.00;7.07
CP96220;960723;PARAPINN;2;4;2.00;0.00
CP96220;960723;PHORXSPP;1;1;1.00;.
CP96220;960723;STREBENE;1;2;2.00;.
CP96220;960723;TUBUXSPP;2;4;2.00;1.41
CP96220;960723;XXXXBIVA;1;3;3.00;.
CP96220;960723;XXXXDOLI;1;2;2.00;.
CP96220;960723;XXXXLINE;2;5;2.50;2.12
CP96220;960723;XXXXMACT;1;3;3.00;.
CP96221;960722;ACANMILL;1;1;1.00;.
CP96221;960722;CHIR1SPP;1;2;2.00;.
CP96221;960722;MEDIXSPP;2;4;2.00;0.00
CP96222;960916;ACTECANA;1;4;4.00;.
CP96222;960916;AMPEXSP1;1;4;4.00;.
CP96222;960916;AMPEXSPP;1;1;1.00;.
CP96222;960916;ASTANANA;1;1;1.00;.
CP96222;960916;CLYMTORQ;2;6;3.00;2.83
CP96222;960916;CYATBURB;2;3;1.50;0.71
CP96222;960916;CYATXSPP;1;1;1.00;.
CP96222;960916;LINOXSP1;1;1;1.00;.
CP96222;960916;LISTBARN;2;6;3.00;2.83
CP96222;960916;LOIMMEDU;2;2;1.00;0.00
CP96222;960916;LUCIMULT;2;32;16.00;7.07
CP96222;960916;MEDIXSPP;2;6;3.00;1.41
CP96222;960916;PARAPINN;2;10;5.00;0.00
CP96222;960916;PHORXSPP;2;6;3.00;0.00
CP96222;960916;RANGCUNE;1;1;1.00;.
CP96222;960916;SIGATENT;1;1;1.00;.
CP96222;960916;SPIOBOMB;1;1;1.00;.
CP96222;960916;TELLXSPP;1;1;1.00;.
CP96222;960916;THARACUT;1;1;1.00;.
CP96222;960916;TUBUXSPP;2;4;2.00;1.41
CP96222;960916;TURBXSPP;1;1;1.00;.
CP96222;960916;XXXXACTI;1;2;2.00;.
CP96222;960916;XXXXASCI;1;1;1.00;.
CP96222;960916;XXXXCIRR;1;1;1.00;.
CP96222;960916;XXXXGAST;1;1;1.00;.
CP96222;960916;XXXXGLYC;1;1;1.00;.
CP96222;960916;XXXXLINE;1;1;1.00;.
CP96222;960916;XXXXNEME;1;1;1.00;.
CP96222;960916;XXXXOPHI;1;1;1.00;.
CP96222;960916;XXXXSPIO;1;1;1.00;.
CP96222;960916;XXXXTELL;1;1;1.00;.
CP96223;960723;ACTECANA;2;35;17.50;13.44
CP96223;960723;ASTANANA;1;7;7.00;.
CP96223;960723;BALA1SPP;1;2;2.00;.
CP96223;960723;GLYCDIBR;1;1;1.00;.
CP96223;960723;GLYCSOLI;2;3;1.50;0.71
CP96223;960723;LOIMMEDU;1;1;1.00;.
CP96223;960723;LUCIMULT;2;9;4.50;3.54
CP96223;960723;MACOBALT;2;2;1.00;0.00
CP96223;960723;MAREVIRI;1;3;3.00;.
CP96223;960723;MEDIXSPP;1;1;1.00;.
CP96223;960723;MULILATE;2;5;2.50;0.71
CP96223;960723;ODOSWEBE;1;1;1.00;.
CP96223;960723;PARAPINN;1;1;1.00;.
CP96223;960723;PHORXSPP;2;3;1.50;0.71
CP96223;960723;SCOLRUBR;1;1;1.00;.
CP96223;960723;SCOLTEXA;2;2;1.00;0.00
CP96223;960723;SPIOBOMB;1;1;1.00;.
CP96223;960723;TELLAGIL;1;2;2.00;.
CP96223;960723;TUBUXSPP;1;2;2.00;.
CP96223;960723;XXXXBIVA;2;7;3.50;0.71
CP96223;960723;XXXXLINE;1;1;1.00;.
CP96223;960723;XXXXNEME;1;1;1.00;.
CP96224;960916;ACANMILL;2;36;18.00;1.41
CP96224;960916;ACANXSPP;1;1;1.00;.
CP96224;960916;ACTECANA;1;1;1.00;.
CP96224;960916;ASTANANA;1;2;2.00;.
CP96224;960916;BALA1SPP;1;1;1.00;.
CP96224;960916;GLYCSOLI;2;3;1.50;0.71
CP96224;960916;LUCIMULT;2;2;1.00;0.00
CP96224;960916;MULILATE;1;1;1.00;.
CP96224;960916;PHORXSPP;1;1;1.00;.
CP96224;960916;TELLAGIL;1;3;3.00;.
CP96224;960916;XXXXACTI;1;1;1.00;.
CP96224;960916;XXXXBIVA;2;2;1.00;0.00
CP96224;960916;XXXXHAUS;1;1;1.00;.
CP96224;960916;XXXXNEME;1;2;2.00;.
CP96225;960722;ACTECANA;1;1;1.00;.
CP96225;960722;GLYCSOLI;2;9;4.50;0.71
CP96225;960722;HETEFILI;1;1;1.00;.
CP96225;960722;LEITROBU;2;17;8.50;3.54
CP96225;960722;LINOXSP1;1;4;4.00;.
CP96225;960722;MACOBALT;2;40;20.00;5.66
CP96225;960722;MACOTENT;2;2;1.00;0.00
CP96225;960722;MEDIAMBI;1;2;2.00;.
CP96225;960722;MEDIXSPP;2;26;13.00;12.73
CP96225;960722;MULILATE;1;2;2.00;.
CP96225;960722;PARAPINN;1;2;2.00;.
CP96225;960722;SIGATENT;2;4;2.00;1.41
CP96225;960722;STREBENE;1;5;5.00;.
CP96225;960722;TUBUXSPP;2;3;1.50;0.71
CP96225;960722;XXXXBIVA;1;1;1.00;.
CP96225;960722;XXXXLINE;1;1;1.00;.
CP96225;960722;XXXXMACT;1;1;1.00;.
CP96225;960722;XXXXNEME;2;2;1.00;0.00
CP96225;960722;XXXXTELL;1;1;1.00;.
CP96226;960722;CYATPOLI;2;3;1.50;0.71
CP96226;960722;EDOTTRIL;1;1;1.00;.
CP96226;960722;HETEFILI;2;35;17.50;7.78
CP96226;960722;LAEOCULV;1;5;5.00;.
CP96226;960722;LEITROBU;1;1;1.00;.
CP96226;960722;LEITXSPP;2;5;2.50;2.12
CP96226;960722;MACOBALT;2;4;2.00;1.41
CP96226;960722;MACOTENT;2;30;15.00;2.83
CP96226;960722;MACOXSPP;2;2;1.00;0.00
CP96226;960722;MAREVIRI;2;11;5.50;0.71
CP96226;960722;MEDIXSPP;1;1;1.00;.
CP96226;960722;MONOEDWA;2;4;2.00;1.41
CP96226;960722;NEANSUCC;1;5;5.00;.
CP96226;960722;NEREXSPP;2;3;1.50;0.71
CP96226;960722;PARAXSPP;1;5;5.00;.
CP96226;960722;STREBENE;1;6;6.00;.
CP96226;960722;XXXXBIVA;2;2;1.00;0.00
CP96226;960722;XXXXNEME;1;1;1.00;.
CP96226;960722;XXXXNERE;1;3;3.00;.
CP96226;960722;XXXXPHYL;1;1;1.00;.
CP96227;960916;ACTECANA;1;1;1.00;.
CP96227;960916;AMPEXSPP;1;1;1.00;.
CP96227;960916;ANCIHART;1;2;2.00;.
CP96227;960916;ANCIJONE;1;1;1.00;.
CP96227;960916;ANCIXSPP;1;1;1.00;.
CP96227;960916;APOPPYGM;1;1;1.00;.
CP96227;960916;BRANWELL;2;11;5.50;4.95
CP96227;960916;CLYMTORQ;2;3;1.50;0.71
CP96227;960916;CRYPXSPP;1;1;1.00;.
CP96227;960916;GLYCDIBR;2;3;1.50;0.71
CP96227;960916;HETEFILI;1;1;1.00;.
CP96227;960916;LEITROBU;1;1;1.00;.
CP96227;960916;LINOXSP1;1;1;1.00;.
CP96227;960916;LISTBARN;2;4;2.00;1.41
CP96227;960916;LUCIMULT;2;8;4.00;1.41
CP96227;960916;MEDIXSPP;2;3;1.50;0.71
CP96227;960916;MESOXSPP;1;1;1.00;.
CP96227;960916;NASSVIBE;1;1;1.00;.
CP96227;960916;PARAPINN;2;6;3.00;2.83
CP96227;960916;PHORXSPP;1;4;4.00;.
CP96227;960916;SPIOBOMB;2;3;1.50;0.71
CP96227;960916;STREBENE;1;1;1.00;.
CP96227;960916;TUBUXSPP;1;1;1.00;.
CP96227;960916;XXXXBIVA;1;2;2.00;.
CP96227;960916;XXXXOLIG;1;2;2.00;.
CP96227;960916;XXXXPINN;1;2;2.00;.
CP96227;960916;XXXXSPIO;1;1;1.00;.
CP96227;960916;XXXXSYLL;1;1;1.00;.
CP96227;960916;XXXXTUBI;1;2;2.00;.
CP96228;960723;ACTECANA;2;10;5.00;2.83
CP96228;960723;ASTANANA;1;16;16.00;.
CP96228;960723;EDOTTRIL;1;1;1.00;.
CP96228;960723;GLYCSOLI;2;9;4.50;0.71
CP96228;960723;HAMISUCC;1;1;1.00;.
CP96228;960723;HETEFILI;2;6;3.00;0.00
CP96228;960723;LEITROBU;2;17;8.50;4.95
CP96228;960723;LEITXSPP;2;2;1.00;0.00
CP96228;960723;MACOTENT;1;3;3.00;.
CP96228;960723;MEDIAMBI;2;3;1.50;0.71
CP96228;960723;MEDIXSPP;2;8;4.00;1.41
CP96228;960723;MULILATE;2;32;16.00;2.83
CP96228;960723;PHORXSPP;2;2;1.00;0.00
CP96228;960723;RICTPUNC;1;1;1.00;.
CP96228;960723;STREBENE;1;2;2.00;.
CP96228;960723;XXXXLINE;1;1;1.00;.
CP96228;960723;XXXXTELL;2;8;4.00;1.41
CP96229;960916;ACTECANA;2;6;3.00;2.83
CP96229;960916;AGLAVERR;1;1;1.00;.
CP96229;960916;AMPEXSP1;1;3;3.00;.
CP96229;960916;AMPEXSPP;1;1;1.00;.
CP96229;960916;ANCIHART;1;1;1.00;.
CP96229;960916;APOPPYGM;2;7;3.50;2.12
CP96229;960916;ASTANANA;1;1;1.00;.
CP96229;960916;ASTYLUNA;1;1;1.00;.
CP96229;960916;CHAEVARI;1;1;1.00;.
CP96229;960916;GLYCDIBR;1;1;1.00;.
CP96229;960916;GLYCSOLI;1;2;2.00;.
CP96229;960916;HETEFILI;1;1;1.00;.
CP96229;960916;LEITACUT;1;1;1.00;.
CP96229;960916;LINOXSP1;2;2;1.00;0.00
CP96229;960916;LOIMMEDU;1;1;1.00;.
CP96229;960916;LUCIMULT;2;71;35.50;13.44
CP96229;960916;MEDIXSPP;2;12;6.00;0.00
CP96229;960916;NEPHPICT;1;1;1.00;.
CP96229;960916;PARAPINN;2;3;1.50;0.71
CP96229;960916;PHORXSPP;2;8;4.00;2.83
CP96229;960916;POLYCORN;1;1;1.00;.
CP96229;960916;SPIOOCUL;1;1;1.00;.
CP96229;960916;STREBENE;1;3;3.00;.
CP96229;960916;TUBUXSPP;1;1;1.00;.
CP96229;960916;XXX1CHAE;1;1;1.00;.
CP96229;960916;XXXXACTI;2;6;3.00;0.00
CP96229;960916;XXXXBIVA;1;2;2.00;.
CP96229;960916;XXXXCIRR;2;2;1.00;0.00
CP96229;960916;XXXXGAST;1;2;2.00;.
CP96229;960916;XXXXLINE;1;1;1.00;.
CP96229;960916;XXXXNEME;1;1;1.00;.
CP96229;960916;XXXXOLIG;1;3;3.00;.
CP96229;960916;XXXXTELL;2;9;4.50;3.54
CP96229;960916;XXXXTUBI;1;1;1.00;.
CP96230;960915;ACTECANA;2;8;4.00;2.83
CP96230;960915;LUCIMULT;2;10;5.00;0.00
CP96230;960915;MACOTENT;2;4;2.00;1.41
CP96230;960915;MAGEANNU;1;2;2.00;.
CP96230;960915;MAGEXSPP;1;1;1.00;.
CP96230;960915;MEDIXSPP;2;6;3.00;1.41
CP96230;960915;OGYRALPH;1;2;2.00;.
CP96230;960915;PARAPINN;1;4;4.00;.
CP96230;960915;PHORXSPP;1;1;1.00;.
CP96230;960915;SIGABASS;1;1;1.00;.
CP96230;960915;SIGATENT;2;5;2.50;0.71
CP96230;960915;SPIOOCUL;1;4;4.00;.
CP96230;960915;TUBUXSPP;2;18;9.00;2.83
CP96230;960915;XXXXAEGI;1;1;1.00;.
CP96230;960915;XXXXLINE;1;2;2.00;.
CP96230;960915;XXXXNEME;2;3;1.50;0.71
CP96230;960915;XXXXSPIO;2;5;2.50;0.71
CP96230;960915;XXXXTELL;1;1;1.00;.
CP96231;960916;ACTECANA;2;10;5.00;2.83
CP96231;960916;APOPPYGM;2;15;7.50;4.95
CP96231;960916;ARMAAGIL;1;4;4.00;.
CP96231;960916;ASTANANA;1;16;16.00;.
CP96231;960916;BALA1SPP;2;4;2.00;0.00
CP96231;960916;EDOTTRIL;1;1;1.00;.
CP96231;960916;GLYCSOLI;1;1;1.00;.
CP96231;960916;GRUBCLAV;1;1;1.00;.
CP96231;960916;HAMISUCC;1;1;1.00;.
CP96231;960916;LEITFRAG;1;1;1.00;.
CP96231;960916;LEITROBU;1;1;1.00;.
CP96231;960916;LEITXSPP;2;11;5.50;2.12
CP96231;960916;MACOTENT;1;3;3.00;.
CP96231;960916;MEDIXSPP;2;5;2.50;0.71
CP96231;960916;MULILATE;2;32;16.00;2.83
CP96231;960916;NEPHPICT;2;3;1.50;0.71
CP96231;960916;PARAFULG;1;1;1.00;.
CP96231;960916;PARAPINN;1;1;1.00;.
CP96231;960916;PHORXSPP;1;1;1.00;.
CP96231;960916;PHYLAREN;1;1;1.00;.
CP96231;960916;PHYLMUCO;1;4;4.00;.
CP96231;960916;POLYCORN;1;2;2.00;.
CP96231;960916;RICTPUNC;1;1;1.00;.
CP96231;960916;SCOLRUBR;1;1;1.00;.
CP96231;960916;SCOLTEXA;1;1;1.00;.
CP96231;960916;SPIOBOMB;1;1;1.00;.
CP96231;960916;SPIOOCUL;1;1;1.00;.
CP96231;960916;SPIOPETT;1;1;1.00;.
CP96231;960916;SPISSOLI;1;1;1.00;.
CP96231;960916;STREBENE;2;52;26.00;16.97
CP96231;960916;TELLIRIS;1;8;8.00;.
CP96231;960916;THARACUT;1;1;1.00;.
CP96231;960916;TUBUXSPP;1;1;1.00;.
CP96231;960916;XXXXGONI;1;1;1.00;.
CP96231;960916;XXXXLINE;1;2;2.00;.
CP96231;960916;XXXXPARA;1;1;1.00;.
CP96231;960916;XXXXSPIO;2;3;1.50;0.71
CP96231;960916;XXXXTELL;2;8;4.00;1.41
CP96232;960725;LEITROBU;2;4;2.00;0.00
CP96232;960725;MEDIXSPP;1;4;4.00;.
CP96232;960725;MULILATE;2;9;4.50;0.71
CP96232;960725;PARAPINN;1;2;2.00;.
CP96232;960725;STREBENE;2;15;7.50;6.36
CP96233;960724;ACTECANA;2;2;1.00;0.00
CP96233;960724;LEITROBU;1;1;1.00;.
CP96233;960724;LINOXSP1;2;2;1.00;0.00
CP96233;960724;MACOTENT;1;1;1.00;.
CP96233;960724;MULILATE;1;2;2.00;.
CP96233;960724;PARAPINN;2;2;1.00;0.00
CP96233;960724;SIGATENT;2;3;1.50;0.71
CP96234;960916;ACANMILL;2;143;71.50;14.85
CP96234;960916;DONAVARI;2;3;1.50;0.71
CP96234;960916;OGYRALPH;1;2;2.00;.
CP96234;960916;PARAATTE;2;2;1.00;0.00
CP96234;960916;PARALONG;2;29;14.50;0.71
CP96234;960916;PROTXSP2;2;14;7.00;1.41
CP96234;960916;XXXXHAUS;2;43;21.50;0.71
CP96235;960724;ACTECANA;1;1;1.00;.
CP96235;960724;MEDIXSPP;1;2;2.00;.
CP96235;960724;MULILATE;2;21;10.50;2.12
CP96235;960724;STREBENE;1;1;1.00;.
CP96235;960724;XXXXBIVA;2;3;1.50;0.71
CP96235;960724;XXXXNEME;1;1;1.00;.
CP96236;960724;ASTANANA;2;2;1.00;0.00
CP96236;960724;EDOTTRIL;1;1;1.00;.
CP96236;960724;GLYCSOLI;2;12;6.00;4.24
CP96236;960724;HAMISUCC;1;1;1.00;.
CP96236;960724;HETEFILI;2;13;6.50;4.95
CP96236;960724;LUCIMULT;1;4;4.00;.
CP96236;960724;MACOBALT;2;5;2.50;2.12
CP96236;960724;MAREVIRI;2;4;2.00;0.00
CP96236;960724;MEDIXSPP;2;4;2.00;0.00
CP96236;960724;MULILATE;2;24;12.00;1.41
CP96236;960724;NEREXSPP;1;1;1.00;.
CP96236;960724;PHORXSPP;1;3;3.00;.
CP96236;960724;STREBENE;2;8;4.00;4.24
CP96236;960724;TELLAGIL;2;17;8.50;0.71
CP96236;960724;XXXXBIVA;2;6;3.00;2.83
CP96236;960724;XXXXMACT;1;3;3.00;.
CP96236;960724;XXXXSPIO;1;1;1.00;.
CP96237;960912;DORVRUDO;1;1;1.00;.
CP96237;960912;EXOGROLA;1;1;1.00;.
CP96237;960912;LEITROBU;1;1;1.00;.
CP96237;960912;MACOTENT;1;1;1.00;.
CP96237;960912;SIGATENT;1;2;2.00;.
CP96237;960912;STREBENE;2;6;3.00;2.83
CP96237;960912;XXXXHAUS;1;1;1.00;.
CP96237;960912;XXXXLINE;1;1;1.00;.
CP96237;960912;XXXXNEME;1;2;2.00;.
CP96238;960725;ACTECANA;2;63;31.50;9.19
CP96238;960725;ACUMNAGL;1;1;1.00;.
CP96238;960725;AMPEXSP1;2;7;3.50;2.12
CP96238;960725;APOPPYGM;1;1;1.00;.
CP96238;960725;ASTYLUNA;1;1;1.00;.
CP96238;960725;CARAHOBS;1;1;1.00;.
CP96238;960725;CERIXSPP;2;8;4.00;2.83
CP96238;960725;CHIOCANC;1;1;1.00;.
CP96238;960725;CLYMTORQ;1;1;1.00;.
CP96238;960725;DIPOSOCI;2;5;2.50;2.12
CP96238;960725;DOSIDISC;1;1;1.00;.
CP96238;960725;DRILLONG;1;1;1.00;.
CP96238;960725;ERICATTE;1;1;1.00;.
CP96238;960725;GEMMGEMM;2;10;5.00;4.24
CP96238;960725;GLYCAMER;1;2;2.00;.
CP96238;960725;GLYCDIBR;1;2;2.00;.
CP96238;960725;GLYCSOLI;2;2;1.00;0.00
CP96238;960725;LEITACUT;1;1;1.00;.
CP96238;960725;LEITROBU;2;2;1.00;0.00
CP96238;960725;LEITXSPP;1;1;1.00;.
CP96238;960725;LEPTTENU;1;2;2.00;.
CP96238;960725;LISTBARN;2;2;1.00;0.00
CP96238;960725;MACOXSPP;1;1;1.00;.
CP96238;960725;MEDIXSPP;2;2;1.00;0.00
CP96238;960725;MULILATE;1;1;1.00;.
CP96238;960725;NASSVIBE;1;2;2.00;.
CP96238;960725;PHASSTRO;1;1;1.00;.
CP96238;960725;RICTPUNC;2;17;8.50;3.54
CP96238;960725;SPIOOCUL;1;1;1.00;.
CP96238;960725;TELLXSPP;1;1;1.00;.
CP96238;960725;THARACUT;1;1;1.00;.
CP96238;960725;TUBUXSPP;1;1;1.00;.
CP96238;960725;UROSCINE;1;1;1.00;.
CP96238;960725;XXXXACTI;1;3;3.00;.
CP96238;960725;XXXXAMPE;2;8;4.00;0.00
CP96238;960725;XXXXBIVA;1;6;6.00;.
CP96238;960725;XXXXCAPI;1;1;1.00;.
CP96238;960725;XXXXCIRR;1;3;3.00;.
CP96238;960725;XXXXNEME;1;1;1.00;.
CP96238;960725;XXXXOLIG;1;1;1.00;.
CP96239;960913;ACTECANA;2;94;47.00;26.87
CP96239;960913;APOPPYGM;1;3;3.00;.
CP96239;960913;CAECPULC;2;21;10.50;2.12
CP96239;960913;CAULXSPP;1;1;1.00;.
CP96239;960913;CERAIRRI;1;1;1.00;.
CP96239;960913;CERIXSPP;2;14;7.00;5.66
CP96239;960913;CHIOCANC;1;1;1.00;.
CP96239;960913;DOSIDISC;2;2;1.00;0.00
CP96239;960913;ERICBRAS;1;1;1.00;.
CP96239;960913;GALAOCUL;1;1;1.00;.
CP96239;960913;GONILITT;2;3;1.50;0.71
CP96239;960913;GONIMACU;2;2;1.00;0.00
CP96239;960913;HAMISUCC;2;12;6.00;1.41
CP96239;960913;LEITXSPP;1;1;1.00;.
CP96239;960913;LEPTTENU;1;1;1.00;.
CP96239;960913;LISTBARN;1;2;2.00;.
CP96239;960913;LUCIMULT;2;22;11.00;2.83
CP96239;960913;MEDIXSPP;1;3;3.00;.
CP96239;960913;NEPHPICT;1;2;2.00;.
CP96239;960913;NOTOXSPP;1;1;1.00;.
CP96239;960913;OWENFUSI;2;2;1.00;0.00
CP96239;960913;PARAPINN;1;2;2.00;.
CP96239;960913;PHASSTRO;2;3;1.50;0.71
CP96239;960913;PRIOHETE;1;2;2.00;.
CP96239;960913;SPIOOCUL;1;1;1.00;.
CP96239;960913;STREBENE;1;1;1.00;.
CP96239;960913;TECTPUSI;1;1;1.00;.
CP96239;960913;TELLAGIL;2;10;5.00;1.41
CP96239;960913;TELLXSPP;1;2;2.00;.
CP96239;960913;THARACUT;2;3;1.50;0.71
CP96239;960913;TURBINTE;1;1;1.00;.
CP96239;960913;XXX1BRAC;2;2;1.00;0.00
CP96239;960913;XXXXACTI;2;4;2.00;0.00
CP96239;960913;XXXXBIVA;2;10;5.00;4.24
CP96239;960913;XXXXLINE;2;3;1.50;0.71
CP96239;960913;XXXXNEME;2;3;1.50;0.71
CP96239;960913;XXXXOLIG;1;5;5.00;.
CP96239;960913;XXXXTELL;1;8;8.00;.
CP96239;960913;XXXXVENE;1;1;1.00;.
CP96240;960725;ACANMILL;1;1;1.00;.
CP96240;960725;APOPPYGM;1;1;1.00;.
CP96240;960725;CIRR1SPP;1;1;1.00;.
CP96240;960725;GLYCDIBR;1;1;1.00;.
CP96240;960725;MAGERIOJ;1;1;1.00;.
CP96240;960725;MEDIXSPP;1;1;1.00;.
CP96240;960725;MULILATE;2;14;7.00;2.83
CP96240;960725;NEPHBUCE;1;1;1.00;.
CP96240;960725;NEPHPICT;2;5;2.50;2.12
CP96240;960725;PARAFULG;1;1;1.00;.
CP96240;960725;PROTXSP2;2;16;8.00;8.49
CP96240;960725;SCOLTEXA;1;1;1.00;.
CP96240;960725;STREBENE;1;1;1.00;.
CP96240;960725;SYNCAMER;1;1;1.00;.
CP96240;960725;XXXXOEDI;1;1;1.00;.
CP96240;960725;XXXXPARA;1;1;1.00;.
CP96240;960725;XXXXTELL;2;11;5.50;0.71
CP96241;960729;ARICXSPP;1;1;1.00;.
CP96241;960729;ASTAXSPP;1;1;1.00;.
CP96241;960729;ASYCELON;1;1;1.00;.
CP96241;960729;CLYMTORQ;2;3;1.50;0.71
CP96241;960729;DRILLONG;1;1;1.00;.
CP96241;960729;GLYCAMER;2;3;1.50;0.71
CP96241;960729;GLYCSOLI;1;1;1.00;.
CP96241;960729;HETEFILI;2;2;1.00;0.00
CP96241;960729;LEITROBU;2;2;1.00;0.00
CP96241;960729;LEITXSPP;1;1;1.00;.
CP96241;960729;LISTBARN;2;7;3.50;0.71
CP96241;960729;LUCIMULT;1;1;1.00;.
CP96241;960729;MEDIXSPP;2;8;4.00;2.83
CP96241;960729;MULILATE;2;4;2.00;1.41
CP96241;960729;NOTOLOBA;1;1;1.00;.
CP96241;960729;ODOSWEBE;1;1;1.00;.
CP96241;960729;PARAPINN;2;5;2.50;2.12
CP96241;960729;PECTGOUL;1;1;1.00;.
CP96241;960729;PINNXSPP;1;1;1.00;.
CP96241;960729;SCOLRUBR;1;2;2.00;.
CP96241;960729;SPIOOCUL;1;1;1.00;.
CP96241;960729;STREBENE;1;10;10.00;.
CP96241;960729;THARACUT;1;9;9.00;.
CP96241;960729;TUBUXSPP;2;6;3.00;2.83
CP96241;960729;XXXXBIVA;2;6;3.00;1.41
CP96241;960729;XXXXCAPI;1;1;1.00;.
CP96241;960729;XXXXCIRR;2;28;14.00;5.66
CP96241;960729;XXXXLUMB;1;1;1.00;.
CP96241;960729;XXXXNEME;1;1;1.00;.
CP96241;960729;XXXXTELL;1;1;1.00;.
CP96241;960729;XXXXTUBI;1;2;2.00;.
CP96242;960729;ACTECANA;1;2;2.00;.
CP96242;960729;ARICXSP5;2;3;1.50;0.71
CP96242;960729;ARICXSPP;2;3;1.50;0.71
CP96242;960729;ASTANANA;2;12;6.00;1.41
CP96242;960729;CIRR1SPP;1;2;2.00;.
CP96242;960729;GLYCAMER;1;2;2.00;.
CP96242;960729;HETEFILI;2;4;2.00;1.41
CP96242;960729;LAEOCULV;2;4;2.00;1.41
CP96242;960729;LUCIMULT;1;1;1.00;.
CP96242;960729;MAGEANNU;2;4;2.00;1.41
CP96242;960729;MAGEXSPP;1;1;1.00;.
CP96242;960729;MEDIXSPP;2;2;1.00;0.00
CP96242;960729;NEANSUCC;2;34;17.00;0.00
CP96242;960729;NEREXSPP;1;1;1.00;.
CP96242;960729;SCOLRUBR;1;1;1.00;.
CP96242;960729;SPIOBOMB;1;1;1.00;.
CP96242;960729;STREBENE;2;22;11.00;8.49
CP96242;960729;TAGEPLEB;2;20;10.00;1.41
CP96242;960729;THARACUT;2;7;3.50;3.54
CP96242;960729;TUBUXSPP;1;2;2.00;.
CP96242;960729;XXXXBIVA;1;1;1.00;.
CP96242;960729;XXXXCERA;1;1;1.00;.
CP96242;960729;XXXXCIRR;2;12;6.00;1.41
CP96242;960729;XXXXHYDR;1;1;1.00;.
CP96242;960729;XXXXNEME;1;1;1.00;.
CP96242;960729;XXXXNERE;1;3;3.00;.
CP96242;960729;XXXXOLIG;2;4;2.00;0.00
CP97022;970814;ACALBIFI;1;1;1.00;.
CP97022;970814;ACTECANA;3;7;2.33;1.53
CP97022;970814;ARABIRIC;1;2;2.00;.
CP97022;970814;ENSIDIRE;1;4;4.00;.
CP97022;970814;GLYCAMER;1;1;1.00;.
CP97022;970814;GLYCXSPP;1;1;1.00;.
CP97022;970814;LEUCAMER;2;2;1.00;0.00
CP97022;970814;LYONHYAL;1;2;2.00;.
CP97022;970814;MEDICALI;2;8;4.00;4.24
CP97022;970814;MEDIXSPP;1;1;1.00;.
CP97022;970814;MELINITI;1;11;11.00;.
CP97022;970814;MICRATRA;1;9;9.00;.
CP97022;970814;NEANSUCC;1;7;7.00;.
CP97022;970814;NUCUPROX;1;1;1.00;.
CP97022;970814;OGYRALPH;1;1;1.00;.
CP97022;970814;PANOHERB;1;2;2.00;.
CP97022;970814;PARAPINN;3;35;11.67;4.62
CP97022;970814;PRIOCIRR;1;4;4.00;.
CP97022;970814;SCOLVERR;1;1;1.00;.
CP97022;970814;SIGATENT;3;12;4.00;1.00
CP97022;970814;SPIOOCUL;1;1;1.00;.
CP97022;970814;TUBIHETE;2;144;72.00;12.73
CP97022;970814;XXXXDECA;1;1;1.00;.
CP97022;970814;XXXXNEME;2;9;4.50;4.95
CP97022;970814;XXXXSYLL;1;9;9.00;.
CP97022;970814;XXXXTUBI;1;129;129.00;.
CP97022;970814;XXXXXANT;1;3;3.00;.
CP97036;970717; ;1;0;0.00;.
CP97036;970717;XXXXBIVA;1;1;1.00;.
CP97036;970717;XXXXOLIG;2;2;1.00;0.00
CP97052;970715;CHIR1SPP;1;4;4.00;.
CP97052;970715;XXXXCHIR;2;5;2.50;0.71
CP97052;970715;XXXXNEME;1;1;1.00;.
CP97071;970823;CAMPAFFI;1;1;1.00;.
CP97071;970823;CHIR1SPP;1;1;1.00;.
CP97071;970823;COELXSPP;3;26;8.67;3.06
CP97071;970823;CRYPXXSP;1;1;1.00;.
CP97071;970823;CYATPOLI;3;7;2.33;0.58
CP97071;970823;EDOTTRIL;2;3;1.50;0.71
